Subject,density,technique,trial_time,aligned(trial_time) for technique,ART-C(trial_time) for technique
6,high,Three,8.2690582,2.6368836037384259381944444444,260
6,low,Three,4.3513886,0.2942474579050925340277777778,172
6,medium,Three,4.965545799999999,-0.0763182858449082826388888889,159
6,high,Two,3.9134566,-1.7404263469560184048611111111,68
6,low,Two,5.0823548,0.7002385988773147534722222222,192
6,medium,Two,3.1754606,-1.5197200761226851590277777778,78
7,high,Cone,8.3590096,3.1643063297569444743055555555,267
7,low,Cone,5.3102052,0.5573022135069445159722222222,185
7,medium,Cone,6.025512,1.2419384325347221993055555555,211
7,high,Gravity,10.7840582,4.1064662488773148631944444448,277
7,low,Gravity,5.6909865,1.8220548634606481923611111111,237
7,medium,Gravity,6.777459,2.5928027634606481340277777778,259
7,high,Three,6.6338074,1.0016328037384259381944444444,203
7,low,Three,4.0607225,0.0035813579050925340277777778,161
7,medium,Three,9.181523199999999,4.1396591141550917173611111111,278
7,high,Two,4.7370849999999995,-0.9167979469560189048611111111,113
7,low,Two,6.032605,1.6504887988773147534722222222,227
7,medium,Two,7.0201256,2.3249449238773148409722222222,248
8,high,Cone,5.2711134,0.0764101297569444743055555555,163
8,low,Cone,3.9569732,-0.7959297864930554840277777778,120
8,medium,Cone,4.20809075,-0.5754828174652778006944444445,132
8,high,Gravity,10.4608074,3.7832154488773148631944444448,273
8,low,Gravity,3.9594785999999997,0.0905469634606478923611111111,165
8,medium,Gravity,5.7470856,1.5624293634606481340277777778,221
8,high,Three,8.13455125,2.5023766537384259381944444444,254
8,low,Three,3.8996682,-0.1574729420949074659722222222,155
8,medium,Three,4.057853799999999,-0.9840102858449082826388888889,108
8,high,Two,7.3559045,1.7020215530439815951388888889,231
8,low,Two,3.4348824000000002,-0.9472338011226850465277777778,112
8,medium,Two,6.6006746,1.9054939238773148409722222222,238
9,high,Cone,2.311377,-2.8833262702430555256944444445,17
9,low,Cone,2.358423,-2.3944799864930554840277777778,36
9,medium,Cone,2.7651366,-2.0184369674652778006944444445,51
9,high,Gravity,7.0863738,0.4087818488773148631944444448,178
9,low,Gravity,7.6962574,3.8273257634606481923611111111,275
9,medium,Gravity,5.646908600000001,1.4622523634606491340277777778,216
9,high,Three,3.808838,-1.8233365962615740618055555556,62
9,low,Three,2.6218996,-1.4352415420949074659722222222,84
9,medium,Three,4.9307616,-0.1111024858449072826388888889,157
9,high,Two,9.2454468,3.5915638530439815951388888889,270
9,low,Two,4.159136999999999,-0.2229792011226862465277777778,150
9,medium,Two,5.3588043999999995,0.6636237238773143409722222222,188
